,Query ID,Subject ID,Genome,Genome ID,Accession,Description,Sequence Type,Identity (%),Query cover (%),Subject cover (%,Hit from,Hit to,Query Length,Subject Length,Score,E value
,NODE_79_length_509_cov_0.903141,1121863.3.JHYZ01000029,Enterobacter pulveris DSM 19144,1121863.3,JHYZ01000029,"Cronobacter pulveris DSM 19144 Q370DRAFT_scaffold00023.23_C, whole genome shotgun sequence.",scaffold,81,99.80,9.90,2005,2512,509,5129,396,6e-107
,NODE_79_length_509_cov_0.903141,290339.8.NC_009778,Cronobacter sakazakii ATCC BAA-894,290339.8,NC_009778,"Enterobacter sakazakii ATCC BAA-894, complete genome.",chromosome,80,99.41,0.01,3641770,3642275,509,4368373,370,3e-99
,NODE_80_length_508_cov_0.824147,99287.12.NC_003197,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287.12,NC_003197,"Salmonella typhimurium LT2, complete genome.",chromosome,100,38.78,0.00,377921,378117,508,4857432,365,1e-97
,NODE_80_length_508_cov_0.824147,588858.6.CP001363,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,588858.6,CP001363,"Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S, complete genome.",chromosome,100,38.78,0.00,378606,378802,508,4870265,365,1e-97
,NODE_80_length_508_cov_0.824147,498367.3.LN929897,Streptomyces specialis,498367.3,LN929897,"Streptomyces specialis genome assembly Streptomyces specialis, scaffold scaffold00143, whole genome shotgun sequence.",contig,96,9.25,0.01,894398,894444,508,923831,77,8e-11
,NODE_80_length_508_cov_0.824147,498367.3.LN929895,Streptomyces specialis,498367.3,LN929895,"Streptomyces specialis genome assembly Streptomyces specialis, scaffold scaffold00141, whole genome shotgun sequence.",contig,96,9.45,0.01,509079,509125,508,744660,77,8e-11
,NODE_80_length_508_cov_0.824147,498367.3.LN929893,Streptomyces specialis,498367.3,LN929893,"Streptomyces specialis genome assembly Streptomyces specialis, scaffold scaffold00139, whole genome shotgun sequence.",contig,96,9.25,0.01,253550,253596,508,489653,77,8e-11
,NODE_80_length_508_cov_0.824147,498367.3.LN929763,Streptomyces specialis,498367.3,LN929763,"Streptomyces specialis genome assembly Streptomyces specialis, scaffold scaffold00009, whole genome shotgun sequence.",contig,100,7.87,0.02,15885,15846,508,229622,75,3e-10
,NODE_80_length_508_cov_0.824147,498367.3.LN929769,Streptomyces specialis,498367.3,LN929769,"Streptomyces specialis genome assembly Streptomyces specialis, scaffold scaffold00015, whole genome shotgun sequence.",contig,100,7.48,0.01,76435,76472,508,255396,71,4e-9
,NODE_81_length_508_cov_0.774278,99287.12.NC_003197,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287.12,NC_003197,"Salmonella typhimurium LT2, complete genome.",chromosome,99,99.61,0.01,3666204,3666709,508,4857432,908,0
,NODE_81_length_508_cov_0.774278,588858.6.CP001363,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,588858.6,CP001363,"Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S, complete genome.",chromosome,99,99.61,0.01,3680102,3680607,508,4870265,908,0
,NODE_81_length_508_cov_0.774278,209261.6.NC_004631,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,209261.6,NC_004631,"Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome.",chromosome,97,100.00,0.01,4149034,4148527,508,4791961,845,0
,NODE_81_length_508_cov_0.774278,295319.15.NC_006511,Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150,295319.15,NC_006511,"Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150, complete genome.",chromosome,97,100.00,0.01,3471918,3472425,508,4585229,845,0
,NODE_81_length_508_cov_0.774278,220341.7.NC_003198,Salmonella enterica subsp. enterica serovar Typhi str. CT18,220341.7,NC_003198,"Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete genome.",chromosome,97,100.00,0.01,4164387,4163880,508,4809037,845,0
,NODE_81_length_508_cov_0.774278,41514.7.NC_010067,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980",41514.7,NC_010067,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:--, complete genome.",chromosome,94,100.00,0.01,4057193,4056686,508,4600800,756,0
,NODE_81_length_508_cov_0.774278,218493.5.NC_015761,Salmonella bongori NCTC 12419,218493.5,NC_015761,"Salmonella bongori NCTC 12419, complete genome.",chromosome,89,100.00,0.01,3396811,3397326,508,4460105,625,7e-176
,NODE_81_length_508_cov_0.774278,685038.3.CP001855,Escherichia coli O83:H1 str. NRG 857C,685038.3,CP001855,"Escherichia coli O83:H1 str. NRG 857C, complete genome.",chromosome,78,98.82,0.01,3554482,3554984,508,4747819,324,2e-85
,NODE_81_length_508_cov_0.774278,556266.3.NZ_GG657388,Shigella sp. D9,556266.3,NZ_GG657388,"Shigella sp. D9 genomic scaffold supercont1.5, whole genome shotgun sequence.",chromosome,78,98.82,0.15,97655,98146,508,320449,315,1e-82
,NODE_81_length_508_cov_0.774278,1133852.3.CP003289,Escherichia coli O104:H4 str. 2011C-3493,1133852.3,CP003289,"Escherichia coli O104:H4 str. 2011C-3493, complete genome.",chromosome,78,98.82,0.01,425395,424904,508,5273097,315,1e-82
,NODE_82_length_506_cov_0.889182,209261.6.NC_004631,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,209261.6,NC_004631,"Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome.",chromosome,100,100.00,0.01,4278266,4277761,506,4791961,924,0
,NODE_82_length_506_cov_0.889182,220341.7.NC_003198,Salmonella enterica subsp. enterica serovar Typhi str. CT18,220341.7,NC_003198,"Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete genome.",chromosome,100,100.00,0.01,4293616,4293111,506,4809037,924,0
,NODE_82_length_506_cov_0.889182,99287.12.NC_003197,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287.12,NC_003197,"Salmonella typhimurium LT2, complete genome.",chromosome,99,100.00,0.01,4448495,4447990,506,4857432,919,0
,NODE_82_length_506_cov_0.889182,588858.6.CP001363,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,588858.6,CP001363,"Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S, complete genome.",chromosome,99,100.00,0.01,4462036,4461531,506,4870265,919,0
,NODE_82_length_506_cov_0.889182,295319.15.NC_006511,Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150,295319.15,NC_006511,"Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150, complete genome.",chromosome,99,100.00,0.01,4203266,4202761,506,4585229,919,0
,NODE_82_length_506_cov_0.889182,41514.7.NC_010067,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980",41514.7,NC_010067,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:--, complete genome.",chromosome,94,100.00,0.01,3382261,3382766,506,4600800,758,0
,NODE_82_length_506_cov_0.889182,218493.5.NC_015761,Salmonella bongori NCTC 12419,218493.5,NC_015761,"Salmonella bongori NCTC 12419, complete genome.",chromosome,89,100.00,0.01,4074735,4074230,506,4460105,614,1e-172
,NODE_82_length_506_cov_0.889182,911008.3.JMPM01000085,Leclercia adecarboxylata ATCC 23216 = NBRC 102595,911008.3,JMPM01000085,"Leclercia adecarboxylata ATCC 23216 = NBRC 102595 strain ATCC 23216 GLAD.assembly.088, whole genome shotgun sequence.",,85,99.01,1.49,25778,25278,506,33717,511,2e-141
,NODE_82_length_506_cov_0.889182,500640.5.NZ_DS995327,Citrobacter youngae ATCC 29220,500640.5,NZ_DS995327,"Citrobacter sp. ATCC 29220 Scfld8 genomic scaffold, whole genome shotgun sequence.",chromosome,85,99.41,0.38,32775,32273,506,133452,509,7e-141
,NODE_82_length_506_cov_0.889182,290338.8.NC_009792,Citrobacter koseri ATCC BAA-895,290338.8,NC_009792,"Citrobacter koseri ATCC BAA-895, complete genome.",chromosome,85,99.41,0.01,3614055,3614557,506,4720462,509,7e-141
,NODE_83_length_506_cov_0.873351,209261.6.NC_004631,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,209261.6,NC_004631,"Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome.",chromosome,100,100.00,0.01,4270306,4269801,506,4791961,924,0
,NODE_83_length_506_cov_0.873351,295319.15.NC_006511,Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150,295319.15,NC_006511,"Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150, complete genome.",chromosome,100,100.00,0.01,4195303,4194798,506,4585229,924,0
,NODE_83_length_506_cov_0.873351,220341.7.NC_003198,Salmonella enterica subsp. enterica serovar Typhi str. CT18,220341.7,NC_003198,"Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete genome.",chromosome,100,100.00,0.01,4285656,4285151,506,4809037,924,0
,NODE_83_length_506_cov_0.873351,99287.12.NC_003197,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287.12,NC_003197,"Salmonella typhimurium LT2, complete genome.",chromosome,100,99.41,0.01,4440529,4440027,506,4857432,919,0
,NODE_83_length_506_cov_0.873351,588858.6.CP001363,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,588858.6,CP001363,"Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S, complete genome.",chromosome,100,99.41,0.01,4454070,4453568,506,4870265,919,0
,NODE_83_length_506_cov_0.873351,41514.7.NC_010067,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980",41514.7,NC_010067,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:--, complete genome.",chromosome,96,97.04,0.01,3391921,3392410,506,4600800,784,0
,NODE_83_length_506_cov_0.873351,218493.5.NC_015761,Salmonella bongori NCTC 12419,218493.5,NC_015761,"Salmonella bongori NCTC 12419, complete genome.",chromosome,93,99.21,0.01,4065140,4064639,506,4460105,734,0
,NODE_83_length_506_cov_0.873351,290338.8.NC_009792,Citrobacter koseri ATCC BAA-895,290338.8,NC_009792,"Citrobacter koseri ATCC BAA-895, complete genome.",chromosome,92,90.91,0.01,3622567,3623027,506,4720462,646,0
,NODE_83_length_506_cov_0.873351,1333848.3.CP007557,Citrobacter freundii CFNIH1,1333848.3,CP007557,"Citrobacter freundii CFNIH1, complete genome.",chromosome,90,97.04,0.01,1607635,1607144,506,5099034,636,3e-179
,NODE_83_length_506_cov_0.873351,500640.5.NZ_DS995327,Citrobacter youngae ATCC 29220,500640.5,NZ_DS995327,"Citrobacter sp. ATCC 29220 Scfld8 genomic scaffold, whole genome shotgun sequence.",chromosome,90,97.04,0.37,21521,21030,506,133452,631,1e-177
,NODE_84_length_505_cov_0.809524,99287.12.NC_003197,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287.12,NC_003197,"Salmonella typhimurium LT2, complete genome.",chromosome,98,99.80,0.01,4111511,4112015,505,4857432,888,0
,NODE_84_length_505_cov_0.809524,588858.6.CP001363,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,588858.6,CP001363,"Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S, complete genome.",chromosome,98,99.80,0.01,4125202,4125706,505,4870265,888,0
,NODE_84_length_505_cov_0.809524,209261.6.NC_004631,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,209261.6,NC_004631,"Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome.",chromosome,98,99.80,0.01,3497726,3497226,505,4791961,867,0
,NODE_84_length_505_cov_0.809524,220341.7.NC_003198,Salmonella enterica subsp. enterica serovar Typhi str. CT18,220341.7,NC_003198,"Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete genome.",chromosome,98,99.80,0.01,3512068,3511568,505,4809037,867,0
,NODE_84_length_505_cov_0.809524,295319.15.NC_006511,Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150,295319.15,NC_006511,"Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150, complete genome.",chromosome,97,99.80,0.01,3887162,3887662,505,4585229,856,0
,NODE_84_length_505_cov_0.809524,218493.5.NC_015761,Salmonella bongori NCTC 12419,218493.5,NC_015761,"Salmonella bongori NCTC 12419, complete genome.",chromosome,94,99.80,0.01,3794667,3795171,505,4460105,771,0
,NODE_84_length_505_cov_0.809524,379893.5.LIFV01000016,Trabulsiella odontotermitis strain TbO2.3,379893.5,LIFV01000016,"Trabulsiella odontotermitis strain TbO2.3 contig16, whole genome shotgun sequence.",contig,87,100.00,0.59,79091,78588,505,85594,572,9e-160
,NODE_84_length_505_cov_0.809524,1333848.3.CP007557,Citrobacter freundii CFNIH1,1333848.3,CP007557,"Citrobacter freundii CFNIH1, complete genome.",chromosome,85,100.00,0.01,829295,828792,505,5099034,500,4e-138
,NODE_84_length_505_cov_0.809524,41514.7.NC_010067,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980",41514.7,NC_010067,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:--, complete genome.",chromosome,92,65.35,0.01,3683667,3683338,505,4600800,455,9e-125
,NODE_84_length_505_cov_0.809524,640131.3.NC_013850,Klebsiella variicola At-22,640131.3,NC_013850,"Klebsiella variicola At-22 chromosome, complete genome.",chromosome,87,60.99,0.01,5294498,5294191,505,5458505,354,3e-94
,NODE_85_length_503_cov_0.986702,99287.12.NC_003197,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287.12,NC_003197,"Salmonella typhimurium LT2, complete genome.",chromosome,99,99.20,0.01,4837005,4837503,503,4857432,889,0
,NODE_85_length_503_cov_0.986702,588858.6.CP001363,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,588858.6,CP001363,"Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S, complete genome.",chromosome,99,99.20,0.01,4849838,4850336,503,4870265,889,0
,NODE_85_length_503_cov_0.986702,209261.6.NC_004631,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,209261.6,NC_004631,"Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome.",chromosome,98,99.20,0.01,4771723,4772221,503,4791961,878,0
,NODE_85_length_503_cov_0.986702,295319.15.NC_006511,Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150,295319.15,NC_006511,"Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150, complete genome.",chromosome,98,99.20,0.01,4564807,4565305,503,4585229,878,0
,NODE_85_length_503_cov_0.986702,220341.7.NC_003198,Salmonella enterica subsp. enterica serovar Typhi str. CT18,220341.7,NC_003198,"Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete genome.",chromosome,98,99.20,0.01,4788799,4789297,503,4809037,878,0
,NODE_85_length_503_cov_0.986702,41514.7.NC_010067,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980",41514.7,NC_010067,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:--, complete genome.",chromosome,97,76.74,0.01,2936001,2935616,503,4600800,647,0
,NODE_85_length_503_cov_0.986702,511145.12.NC_000913,Escherichia coli str. K-12 substr. MG1655,511145.12,NC_000913,"Escherichia coli str. K-12 substr. MG1655, complete genome.",chromosome,91,91.05,0.01,4626762,4627222,503,4639675,627,1e-176
,NODE_85_length_503_cov_0.986702,386585.9.NC_002695,Escherichia coli O157:H7 str. Sakai,386585.9,NC_002695,"Escherichia coli O157:H7 str. Sakai, complete genome.",chromosome,91,91.05,0.01,5485537,5485997,503,5498450,622,9e-175
,NODE_85_length_503_cov_0.986702,502347.3.NZ_CH991859,Escherichia albertii TW07627,502347.3,NZ_CH991859,"Escherichia albertii TW07627 scf_1109867046288 genomic scaffold, whole genome shotgun sequence.",chromosome,91,90.85,0.01,847523,847064,503,4671083,620,3e-174
,NODE_85_length_503_cov_0.986702,198214.7.NC_004337,Shigella flexneri 2a str. 301,198214.7,NC_004337,"Shigella flexneri 2a str. 301, complete genome.",chromosome,91,91.05,0.01,4594345,4594805,503,4607203,611,1e-171
,NODE_86_length_503_cov_0.757979,209261.6.NC_004631,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,209261.6,NC_004631,"Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome.",chromosome,99,100.00,0.01,1926780,1926278,503,4791961,913,0
,NODE_86_length_503_cov_0.757979,99287.12.NC_003197,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287.12,NC_003197,"Salmonella typhimurium LT2, complete genome.",chromosome,99,100.00,0.01,1144993,1145495,503,4857432,913,0
,NODE_86_length_503_cov_0.757979,588858.6.CP001363,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,588858.6,CP001363,"Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S, complete genome.",chromosome,99,100.00,0.01,1103338,1103840,503,4870265,913,0
,NODE_86_length_503_cov_0.757979,220341.7.NC_003198,Salmonella enterica subsp. enterica serovar Typhi str. CT18,220341.7,NC_003198,"Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete genome.",chromosome,99,100.00,0.01,1054033,1054535,503,4809037,913,0
,NODE_86_length_503_cov_0.757979,295319.15.NC_006511,Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150,295319.15,NC_006511,"Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150, complete genome.",chromosome,99,100.00,0.01,1853330,1852828,503,4585229,902,0
,NODE_86_length_503_cov_0.757979,41514.7.NC_010067,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980",41514.7,NC_010067,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:--, complete genome.",chromosome,95,100.00,0.01,1879381,1878879,503,4600800,797,0
,NODE_86_length_503_cov_0.757979,218493.5.NC_015761,Salmonella bongori NCTC 12419,218493.5,NC_015761,"Salmonella bongori NCTC 12419, complete genome.",chromosome,94,100.00,0.01,976625,977127,503,4460105,769,0
,NODE_86_length_503_cov_0.757979,911008.3.JMPM01000113,Leclercia adecarboxylata ATCC 23216 = NBRC 102595,911008.3,JMPM01000113,"Leclercia adecarboxylata ATCC 23216 = NBRC 102595 strain ATCC 23216 GLAD.assembly.116, whole genome shotgun sequence.",,87,100.00,0.35,42802,43304,503,143016,570,3e-159
,NODE_86_length_503_cov_0.757979,637910.3.NC_013716,Citrobacter rodentium ICC168,637910.3,NC_013716,"Citrobacter rodentium ICC168, complete genome.",chromosome,87,100.00,0.01,1109892,1110394,503,5346659,564,1e-157
,NODE_86_length_503_cov_0.757979,640513.3.NC_015968,Enterobacter asburiae LF7a,640513.3,NC_015968,"Enterobacter asburiae LF7a chromosome, complete genome.",chromosome,86,100.00,0.01,1582946,1583448,503,4812833,553,3e-154
,NODE_87_length_502_cov_0.866667,209261.6.NC_004631,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,209261.6,NC_004631,"Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome.",chromosome,96,99.80,0.01,1196242,1196743,502,4791961,821,0
,NODE_87_length_502_cov_0.866667,220341.7.NC_003198,Salmonella enterica subsp. enterica serovar Typhi str. CT18,220341.7,NC_003198,"Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete genome.",chromosome,96,99.80,0.01,1784890,1784389,502,4809037,821,0
,NODE_87_length_502_cov_0.866667,295319.15.NC_006511,Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150,295319.15,NC_006511,"Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150, complete genome.",chromosome,95,99.80,0.01,1667530,1667029,502,4585229,799,0
,NODE_87_length_502_cov_0.866667,218493.5.NC_015761,Salmonella bongori NCTC 12419,218493.5,NC_015761,"Salmonella bongori NCTC 12419, complete genome.",chromosome,95,56.97,0.01,1204469,1204755,502,4460105,457,2e-125
,NODE_87_length_502_cov_0.866667,99287.12.NC_003197,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287.12,NC_003197,"Salmonella typhimurium LT2, complete genome.",chromosome,99,44.42,0.00,1329370,1329592,502,4857432,402,1e-108
,NODE_87_length_502_cov_0.866667,588858.6.CP001363,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,588858.6,CP001363,"Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S, complete genome.",chromosome,99,44.42,0.00,1339345,1339567,502,4870265,402,1e-108
,NODE_87_length_502_cov_0.866667,41514.7.NC_010067,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980",41514.7,NC_010067,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:--, complete genome.",chromosome,86,56.97,0.01,1669206,1668914,502,4600800,308,2e-80
,NODE_87_length_502_cov_0.866667,1348660.3.CP006566,Serratia plymuthica S13,1348660.3,CP006566,"Serratia plymuthica S13, complete genome.",chromosome,90,10.16,0.00,3627355,3627305,502,5467306,68,5e-8
,NODE_87_length_502_cov_0.866667,1044999.3.APJK01000212,Erwinia tracheiphila PSU-1,1044999.3,APJK01000212,"Erwinia tracheiphila PSU-1 contig00212, whole genome shotgun sequence.",chromosome,100,6.37,0.94,467,498,502,3391,60,0.0000
,NODE_87_length_502_cov_0.866667,1333848.3.CP007557,Citrobacter freundii CFNIH1,1333848.3,CP007557,"Citrobacter freundii CFNIH1, complete genome.",chromosome,84,12.35,0.00,4131431,4131370,502,5099034,60,0.0000
,NODE_88_length_501_cov_0.903743,209261.6.NC_004631,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,209261.6,NC_004631,"Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome.",chromosome,100,100.00,0.01,273613,274113,501,4791961,915,0
,NODE_88_length_501_cov_0.903743,99287.12.NC_003197,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287.12,NC_003197,"Salmonella typhimurium LT2, complete genome.",chromosome,100,100.00,0.01,276031,276531,501,4857432,915,0
,NODE_88_length_501_cov_0.903743,588858.6.CP001363,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,588858.6,CP001363,"Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S, complete genome.",chromosome,100,100.00,0.01,276735,277235,501,4870265,915,0
,NODE_88_length_501_cov_0.903743,220341.7.NC_003198,Salmonella enterica subsp. enterica serovar Typhi str. CT18,220341.7,NC_003198,"Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete genome.",chromosome,100,100.00,0.01,273622,274122,501,4809037,915,0
,NODE_88_length_501_cov_0.903743,295319.15.NC_006511,Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150,295319.15,NC_006511,"Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150, complete genome.",chromosome,99,100.00,0.01,280175,280675,501,4585229,910,0
,NODE_88_length_501_cov_0.903743,41514.7.NC_010067,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980",41514.7,NC_010067,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:--, complete genome.",chromosome,95,100.00,0.01,2677470,2676970,501,4600800,777,0
,NODE_88_length_501_cov_0.903743,1333848.3.CP007557,Citrobacter freundii CFNIH1,1333848.3,CP007557,"Citrobacter freundii CFNIH1, complete genome.",chromosome,83,100.00,0.01,2218527,2219026,501,5099034,465,1e-127
,NODE_88_length_501_cov_0.903743,500640.5.NZ_DS995323,Citrobacter youngae ATCC 29220,500640.5,NZ_DS995323,"Citrobacter sp. ATCC 29220 Scfld1 genomic scaffold, whole genome shotgun sequence.",chromosome,82,99.80,0.08,575407,575906,501,588464,426,7e-116
,NODE_88_length_501_cov_0.903743,469595.3.NZ_GG657368,Citrobacter sp. 30_2,469595.3,NZ_GG657368,"Citrobacter sp. 30_2 genomic scaffold supercont1.3, whole genome shotgun sequence.",chromosome,82,100.00,0.10,478891,479390,501,491667,420,3e-114
,NODE_88_length_501_cov_0.903743,61648.5.CP011602,Kluyvera intermedia strain CAV1151,61648.5,CP011602,"Kluyvera intermedia strain CAV1151, complete genome.",chromosome,82,99.40,0.01,3650141,3649645,501,5529134,409,7e-111
,NODE_89_length_501_cov_0.826203,99287.12.NC_003197,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287.12,NC_003197,"Salmonella typhimurium LT2, complete genome.",chromosome,98,100.00,0.01,2724790,2724290,501,4857432,876,0
,NODE_89_length_501_cov_0.826203,588858.6.CP001363,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,588858.6,CP001363,"Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S, complete genome.",chromosome,98,100.00,0.01,2776343,2775843,501,4870265,876,0
,NODE_89_length_501_cov_0.826203,209261.6.NC_004631,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,209261.6,NC_004631,"Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome.",chromosome,98,100.00,0.01,315972,316472,501,4791961,865,0
,NODE_89_length_501_cov_0.826203,295319.15.NC_006511,Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150,295319.15,NC_006511,"Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150, complete genome.",chromosome,98,100.00,0.01,321877,322377,501,4585229,865,0
,NODE_89_length_501_cov_0.826203,220341.7.NC_003198,Salmonella enterica subsp. enterica serovar Typhi str. CT18,220341.7,NC_003198,"Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete genome.",chromosome,98,100.00,0.01,2688877,2688377,501,4809037,865,0
,NODE_89_length_501_cov_0.826203,41514.7.NC_010067,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980",41514.7,NC_010067,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:--, complete genome.",chromosome,94,99.00,0.01,292818,293313,501,4600800,740,0
,NODE_89_length_501_cov_0.826203,701347.4.NC_014618,Enterobacter lignolyticus SCF1,701347.4,NC_014618,"Enterobacter cloacae SCF1 chromosome, complete genome.",chromosome,87,100.00,0.01,1228195,1228695,501,4814049,566,4e-158
,NODE_89_length_501_cov_0.826203,218493.5.NC_015761,Salmonella bongori NCTC 12419,218493.5,NC_015761,"Salmonella bongori NCTC 12419, complete genome.",chromosome,86,100.00,0.01,2577594,2577094,501,4460105,544,2e-151
,NODE_89_length_501_cov_0.826203,1333848.3.CP007557,Citrobacter freundii CFNIH1,1333848.3,CP007557,"Citrobacter freundii CFNIH1, complete genome.",chromosome,86,100.00,0.01,5001626,5001126,501,5099034,527,2e-146
,NODE_89_length_501_cov_0.826203,1286170.3.CP004142,Raoultella ornithinolytica B6,1286170.3,CP004142,"Raoultella ornithinolytica B6, complete genome.",chromosome,85,99.60,0.01,21408,21906,501,5398151,518,1e-143
,NODE_90_length_499_cov_0.849462,99287.12.NC_003197,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287.12,NC_003197,"Salmonella typhimurium LT2, complete genome.",chromosome,100,100.00,0.01,267180,267678,499,4857432,917,0
,NODE_90_length_499_cov_0.849462,588858.6.CP001363,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,588858.6,CP001363,"Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S, complete genome.",chromosome,100,100.00,0.01,267885,268383,499,4870265,917,0
,NODE_90_length_499_cov_0.849462,209261.6.NC_004631,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,209261.6,NC_004631,"Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome.",chromosome,100,100.00,0.01,264053,264551,499,4791961,912,0
,NODE_90_length_499_cov_0.849462,295319.15.NC_006511,Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150,295319.15,NC_006511,"Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150, complete genome.",chromosome,100,100.00,0.01,271326,271824,499,4585229,912,0
,NODE_90_length_499_cov_0.849462,220341.7.NC_003198,Salmonella enterica subsp. enterica serovar Typhi str. CT18,220341.7,NC_003198,"Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete genome.",chromosome,100,100.00,0.01,264062,264560,499,4809037,912,0
